5/17/2022 13:05,1
5/17/2022 13:06,1
5/17/2022 13:07,0
5/17/2022 13:08,1
5/17/2022 13:09,0
5/17/2022 13:10,1
5/17/2022 13:11,0
5/17/2022 13:12,0
5/17/2022 13:13,1
5/17/2022 13:14,0
5/17/2022 13:15,1
5/17/2022 13:16,1
5/17/2022 13:17,1
5/17/2022 13:18,0
5/17/2022 13:19,0
5/17/2022 13:20,1
5/17/2022 13:21,0
5/17/2022 13:22,0
5/17/2022 13:23,1
5/17/2022 13:24,1
5/17/2022 13:25,0
5/17/2022 13:26,1
5/17/2022 13:27,1
5/17/2022 13:28,1
5/17/2022 13:29,0
5/17/2022 13:30,1
5/17/2022 13:31,1
5/17/2022 13:32,0
5/17/2022 13:33,0
5/17/2022 13:34,0
5/17/2022 13:35,1
5/17/2022 13:36,1
5/17/2022 13:37,0
5/17/2022 13:38,0
5/17/2022 13:39,1
5/17/2022 13:40,1
5/17/2022 13:41,0
5/17/2022 13:42,1
5/17/2022 13:43,1
5/17/2022 13:44,0
5/17/2022 13:45,0
5/17/2022 13:46,0
5/17/2022 13:47,1
5/17/2022 13:48,1
5/17/2022 13:49,1
5/17/2022 13:50,0
5/17/2022 13:51,0
5/17/2022 13:52,0
5/17/2022 13:53,0
5/17/2022 13:54,1
5/17/2022 13:55,1
5/17/2022 13:56,1
5/17/2022 13:57,1
5/17/2022 13:58,1
5/17/2022 13:59,1
5/17/2022 14:00,0
5/17/2022 14:01,1
5/17/2022 14:02,1
5/17/2022 14:03,0
5/17/2022 14:04,0
5/17/2022 14:05,1
5/17/2022 14:06,1
5/17/2022 14:07,0
5/17/2022 14:08,1
5/17/2022 14:09,0
5/17/2022 14:10,1
5/17/2022 14:11,1
5/17/2022 14:12,0
5/17/2022 14:13,1
5/17/2022 14:14,1
5/17/2022 14:15,1
5/17/2022 14:16,1
5/17/2022 14:17,1
5/17/2022 14:18,0
5/17/2022 14:19,1
5/17/2022 14:20,1
5/17/2022 14:21,1
